year,scenario,weight,fuel_cost,grid_import_cost,grid_export_revenue,res_subsidy_revenue,annual_variable_cost,fixed_om_res,fixed_om_battery,fixed_om_generator,fixed_om_total,lost_load_penalty,scope1_emissions,scope2_emissions,scope3_res_emissions,scope3_battery_emissions,scope3_generator_emissions,scope3_emissions,total_emissions,scope1_emissions_cost,scope2_emissions_cost,scope3_res_emissions_cost,scope3_battery_emissions_cost,scope3_generator_emissions_cost,emissions_cost,total_operating_cost
2026,Expected,1.0,0.0,33214.02616088088,0.0,0.0,33214.02616088088,10065.710661792136,10580.421087922541,828.4875543694152,21474.61930408409,0.0,0.0,77499.39437538869,314553.4581810043,0.0,0.0,314553.4581810043,392052.85255639296,0.0,7749.939437538869,31455.345818100428,0.0,0.0,39205.2852556393,93893.93072060427
2027,Expected,1.0,5.085845556941489,39124.484472044,0.0,0.0,39129.57031760094,10065.710661792136,10580.421087922541,828.4875543694152,21474.61930408409,0.0,11.400770456810507,91290.46376810271,0.0,0.0,0.0,0.0,91301.86453855952,1.1400770456810507,9129.04637681027,0.0,0.0,0.0,9130.186453855951,69734.37607554099
2028,Expected,1.0,2.339960852313834,45414.42431013639,0.0,0.0,45416.7642709887,10065.710661792136,10580.421087922541,828.4875543694152,21474.61930408409,0.0,5.245412243936845,105966.9900569851,0.0,0.0,0.0,0.0,105972.23546922904,0.5245412243936846,10596.69900569851,0.0,0.0,0.0,10597.223546922904,77488.60712199571
2029,Expected,1.0,143.88115111675648,52099.59131653175,0.0,0.0,52243.472467648506,10065.710661792136,10580.421087922541,828.4875543694152,21474.61930408409,0.0,322.53358042006244,121565.7130719072,0.0,0.0,0.0,0.0,121888.24665232726,32.25335804200625,12156.571307190721,0.0,0.0,0.0,12188.824665232727,85906.91643696533
2030,Expected,1.0,293.1585378389194,59255.876512825744,0.0,0.0,59549.035050664665,10065.710661792136,10580.421087922541,828.4875543694152,21474.61930408409,0.0,657.1637223222443,138263.71186326002,0.0,0.0,0.0,0.0,138920.87558558225,65.71637223222443,13826.371186326003,0.0,0.0,0.0,13892.087558558227,94915.74191330699
2031,Expected,1.0,69.86220790569615,48854.247397731415,0.0,0.0,48924.10960563711,12750.499342036552,12192.933178862257,1437.7815708472265,26381.214091746035,0.0,156.60778272193554,113993.24392804052,0.0,23035.88701342451,5077.450137315094,28113.337150739608,142263.18886150207,15.660778272193554,11399.324392804054,0.0,2303.5887013424513,507.74501373150946,14226.318886150208,89531.64258353336
2032,Expected,1.0,57.24701204787114,56256.670422996154,0.0,0.0,56313.91743504402,12750.499342036552,12192.933178862257,1437.7815708472265,26381.214091746035,0.0,128.3287186739778,131265.5643203245,0.0,0.0,0.0,0.0,131393.8930389985,12.83287186739778,13126.556432032452,0.0,0.0,0.0,13139.38930389985,95834.52083068991
2033,Expected,1.0,102.39912493574221,64116.22141600811,0.0,0.0,64218.620540943855,12750.499342036552,12192.933178862257,1437.7815708472265,26381.214091746035,0.0,229.54470506428873,149604.51663735224,0.0,0.0,0.0,0.0,149834.06134241653,22.954470506428876,14960.451663735224,0.0,0.0,0.0,14983.406134241653,105583.24076693154
2034,Expected,1.0,356.1752633669095,72457.38990790493,0.0,0.0,72813.56517127184,12750.499342036552,12192.933178862257,1437.7815708472265,26381.214091746035,0.0,798.4262153808222,169067.2431184444,0.0,0.0,0.0,0.0,169865.6693338252,79.84262153808223,16906.724311844442,0.0,0.0,0.0,16986.566933382524,116181.3461964004
2035,Expected,1.0,484.4202114703771,81436.49973759837,0.0,0.0,81920.91994906875,12750.499342036552,12192.933178862257,1437.7815708472265,26381.214091746035,0.0,1085.908640712762,190018.49938772953,0.0,0.0,0.0,0.0,191104.4080284423,108.5908640712762,19001.849938772953,0.0,0.0,0.0,19110.44080284423,127412.57484365901
