year,scenario,weight,fuel_cost,grid_import_cost,grid_export_revenue,res_subsidy_revenue,annual_variable_cost,fixed_om_res,fixed_om_battery,fixed_om_generator,fixed_om_total,lost_load_penalty,scope1_emissions,scope2_emissions,scope3_res_emissions,scope3_battery_emissions,scope3_generator_emissions,scope3_emissions,total_emissions,scope1_emissions_cost,scope2_emissions_cost,scope3_res_emissions_cost,scope3_battery_emissions_cost,scope3_generator_emissions_cost,emissions_cost,total_operating_cost
2026,Expected,1.0,18308.47637014939,0.0,0.0,0.0,18308.47637014939,15332.794019523915,14913.717315582024,982.9713656771721,31229.48270078311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49537.959070932506
2027,Expected,1.0,25157.22168984618,0.0,0.0,0.0,25157.22168984618,15332.794019523915,14913.717315582024,982.9713656771721,31229.48270078311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56386.70439062929
2028,Expected,1.0,34744.243034398685,0.0,0.0,0.0,34744.243034398685,15332.794019523915,14913.717315582024,982.9713656771721,31229.48270078311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65973.7257351818
2029,Expected,1.0,47010.39908189069,0.0,0.0,0.0,47010.39908189069,15332.794019523915,14913.717315582024,982.9713656771721,31229.48270078311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78239.88178267381
2030,Expected,1.0,61425.871051962065,0.0,0.0,0.0,61425.871051962065,15332.794019523915,14913.717315582024,982.9713656771721,31229.48270078311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92655.35375274518
2031,Expected,1.0,23386.768511679125,0.0,0.0,0.0,23386.768511679125,19568.962308657214,19034.10243880116,1254.5482303912436,39857.61297784962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63244.381489528736
2032,Expected,1.0,32107.698202214116,0.0,0.0,0.0,32107.698202214116,19568.962308657214,19034.10243880116,1254.5482303912436,39857.61297784962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71965.31118006373
2033,Expected,1.0,44343.436784562844,0.0,0.0,0.0,44343.436784562844,19568.962308657214,19034.10243880116,1254.5482303912436,39857.61297784962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84201.04976241245
2034,Expected,1.0,59998.5055715919,0.0,0.0,0.0,59998.5055715919,19568.962308657214,19034.10243880116,1254.5482303912436,39857.61297784962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99856.11854944151
2035,Expected,1.0,78396.70667202421,0.0,0.0,0.0,78396.70667202421,19568.962308657214,19034.10243880116,1254.5482303912436,39857.61297784962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118254.31964987383
